date,wm_yr_wk,weekday,wday,month,year,d,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI,is_religious_holiday,is_national_holiday,is_cultural_holiday,is_sporting_holiday,num_holidays,ReligiousHolidayNextMonth,ReligiousHolidayLastMonth,ReligiousHolidayThisMonth,ReligiousHolidayNextWeek,ReligiousHolidayLastWeek,ReligiousHolidayThisWeek,NationalHolidayNextMonth,NationalHolidayLastMonth,NationalHolidayThisMonth,NationalHolidayNextWeek,NationalHolidayLastWeek,NationalHolidayThisWeek,CulturalHolidayNextMonth,CulturalHolidayLastMonth,CulturalHolidayThisMonth,CulturalHolidayNextWeek,CulturalHolidayLastWeek,CulturalHolidayThisWeek,SportingHolidayNextMonth,SportingHolidayLastMonth,SportingHolidayThisMonth,SportingHolidayNextWeek,SportingHolidayLastWeek,SportingHolidayThisWeek,AllHolidayNextMonth,AllHolidayLastMonth,AllHolidayThisMonth,AllHolidayNextWeek,AllHolidayLastWeek,AllHolidayThisWeek
2011-02-14,11103.0,Monday,3,2,2011,d_17,ValentinesDay,Cultural,,,0.0,0.0,1.0,0,0,1,0,1,3.0,0.0,0,0.0,0.0,0,0.0,0.0,1,1.0,0.0,0,1.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0,4.0,0.0,3,1.0,0.0,1
2011-02-15,11103.0,Tuesday,4,2,2011,d_18,,,,,0.0,1.0,1.0,0,0,0,0,0,3.0,0.0,0,0.0,0.0,0,0.0,0.0,1,1.0,0.0,0,1.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0,4.0,0.0,3,1.0,0.0,1
2011-02-16,11103.0,Wednesday,5,2,2011,d_19,,,,,0.0,0.0,0.0,0,0,0,0,0,3.0,0.0,0,0.0,0.0,0,0.0,0.0,1,1.0,0.0,0,1.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0,4.0,0.0,3,1.0,0.0,1
2011-02-17,11103.0,Thursday,6,2,2011,d_20,,,,,0.0,0.0,0.0,0,0,0,0,0,3.0,0.0,0,0.0,0.0,0,0.0,0.0,1,1.0,0.0,0,1.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0,4.0,0.0,3,1.0,0.0,1
2011-02-18,11103.0,Friday,7,2,2011,d_21,,,,,0.0,0.0,0.0,0,0,0,0,0,3.0,0.0,0,0.0,0.0,0,0.0,0.0,1,1.0,0.0,0,1.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0,4.0,0.0,3,1.0,0.0,1
2011-02-19,11104.0,Saturday,1,2,2011,d_22,,,,,0.0,0.0,0.0,0,0,0,0,0,3.0,0.0,0,0.0,0.0,0,0.0,0.0,1,1.0,0.0,0,1.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0,4.0,0.0,3,1.0,0.0,1
2011-02-20,11104.0,Sunday,2,2,2011,d_23,,,,,0.0,0.0,0.0,0,0,0,0,0,3.0,0.0,0,0.0,0.0,0,0.0,0.0,1,1.0,0.0,0,1.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0,4.0,0.0,3,1.0,0.0,1
2011-02-21,11104.0,Monday,3,2,2011,d_24,PresidentsDay,National,,,0.0,0.0,0.0,0,1,0,0,1,3.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,1,1.0,0.0,1,0.0,1.0,0,0.0,0.0,1,0.0,0.0,0,4.0,0.0,3,0.0,1.0,1
2011-02-22,11104.0,Tuesday,4,2,2011,d_25,,,,,0.0,0.0,0.0,0,0,0,0,0,3.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,1,1.0,0.0,1,0.0,1.0,0,0.0,0.0,1,0.0,0.0,0,4.0,0.0,3,0.0,1.0,1
2011-02-23,11104.0,Wednesday,5,2,2011,d_26,,,,,0.0,0.0,0.0,0,0,0,0,0,3.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,1,1.0,0.0,1,0.0,1.0,0,0.0,0.0,1,0.0,0.0,0,4.0,0.0,3,0.0,1.0,1
2011-02-24,11104.0,Thursday,6,2,2011,d_27,,,,,0.0,0.0,0.0,0,0,0,0,0,3.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,1,1.0,0.0,1,0.0,1.0,0,0.0,0.0,1,0.0,0.0,0,4.0,0.0,3,0.0,1.0,1
2011-02-25,11104.0,Friday,7,2,2011,d_28,,,,,0.0,0.0,0.0,0,0,0,0,0,3.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,1,1.0,0.0,1,0.0,1.0,0,0.0,0.0,1,0.0,0.0,0,4.0,0.0,3,0.0,1.0,1
2011-02-26,11105.0,Saturday,1,2,2011,d_29,,,,,0.0,0.0,0.0,0,0,0,0,0,3.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,1,1.0,0.0,1,0.0,1.0,0,0.0,0.0,1,0.0,0.0,0,4.0,0.0,3,0.0,1.0,1
2011-02-27,11105.0,Sunday,2,2,2011,d_30,,,,,0.0,0.0,0.0,0,0,0,0,0,3.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,1,1.0,0.0,1,0.0,1.0,0,0.0,0.0,1,0.0,0.0,0,4.0,0.0,3,0.0,1.0,1
2011-02-28,11105.0,Monday,3,2,2011,d_31,,,,,0.0,0.0,0.0,0,0,0,0,0,3.0,0.0,0,1.0,0.0,0,0.0,0.0,1,0.0,1.0,0,1.0,0.0,1,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,4.0,0.0,3,1.0,1.0,0
2011-03-01,11105.0,Tuesday,4,3,2011,d_32,,,,,1.0,1.0,0.0,0,0,0,0,0,2.0,0.0,3,1.0,0.0,0,0.0,1.0,0,0.0,1.0,0,1.0,1.0,1,0.0,0.0,0,0.0,1.0,0,0.0,0.0,0,3.0,3.0,4,1.0,1.0,0
2011-03-02,11105.0,Wednesday,5,3,2011,d_33,,,,,1.0,0.0,1.0,0,0,0,0,0,2.0,0.0,3,1.0,0.0,0,0.0,1.0,0,0.0,1.0,0,1.0,1.0,1,0.0,0.0,0,0.0,1.0,0,0.0,0.0,0,3.0,3.0,4,1.0,1.0,0
2011-03-03,11105.0,Thursday,6,3,2011,d_34,,,,,1.0,1.0,1.0,0,0,0,0,0,2.0,0.0,3,1.0,0.0,0,0.0,1.0,0,0.0,1.0,0,1.0,1.0,1,0.0,0.0,0,0.0,1.0,0,0.0,0.0,0,3.0,3.0,4,1.0,1.0,0
2011-03-04,11105.0,Friday,7,3,2011,d_35,,,,,1.0,0.0,0.0,0,0,0,0,0,2.0,0.0,3,1.0,0.0,0,0.0,1.0,0,0.0,1.0,0,1.0,1.0,1,0.0,0.0,0,0.0,1.0,0,0.0,0.0,0,3.0,3.0,4,1.0,1.0,0
2011-03-05,11106.0,Saturday,1,3,2011,d_36,,,,,1.0,1.0,1.0,0,0,0,0,0,2.0,0.0,3,1.0,0.0,0,0.0,1.0,0,0.0,1.0,0,1.0,1.0,1,0.0,0.0,0,0.0,1.0,0,0.0,0.0,0,3.0,3.0,4,1.0,1.0,0
2011-03-06,11106.0,Sunday,2,3,2011,d_37,,,,,1.0,1.0,1.0,0,0,0,0,0,2.0,0.0,3,1.0,0.0,0,0.0,1.0,0,0.0,1.0,0,1.0,1.0,1,0.0,0.0,0,0.0,1.0,0,0.0,0.0,0,3.0,3.0,4,1.0,1.0,0
2011-03-07,11106.0,Monday,3,3,2011,d_38,,,,,1.0,1.0,0.0,0,0,0,0,0,2.0,0.0,3,2.0,0.0,1,0.0,1.0,0,0.0,0.0,0,1.0,1.0,1,1.0,0.0,0,0.0,1.0,0,0.0,0.0,0,3.0,3.0,4,3.0,0.0,1
2011-03-08,11106.0,Tuesday,4,3,2011,d_39,,,,,1.0,0.0,1.0,0,0,0,0,0,2.0,0.0,3,2.0,0.0,1,0.0,1.0,0,0.0,0.0,0,1.0,1.0,1,1.0,0.0,0,0.0,1.0,0,0.0,0.0,0,3.0,3.0,4,3.0,0.0,1
2011-03-09,11106.0,Wednesday,5,3,2011,d_40,LentStart,Religious,,,1.0,1.0,1.0,1,0,0,0,1,2.0,0.0,3,2.0,0.0,1,0.0,1.0,0,0.0,0.0,0,1.0,1.0,1,1.0,0.0,0,0.0,1.0,0,0.0,0.0,0,3.0,3.0,4,3.0,0.0,1
2011-03-10,11106.0,Thursday,6,3,2011,d_41,,,,,1.0,0.0,0.0,0,0,0,0,0,2.0,0.0,3,2.0,0.0,1,0.0,1.0,0,0.0,0.0,0,1.0,1.0,1,1.0,0.0,0,0.0,1.0,0,0.0,0.0,0,3.0,3.0,4,3.0,0.0,1
2011-03-11,11106.0,Friday,7,3,2011,d_42,,,,,0.0,1.0,1.0,0,0,0,0,0,2.0,0.0,3,2.0,0.0,1,0.0,1.0,0,0.0,0.0,0,1.0,1.0,1,1.0,0.0,0,0.0,1.0,0,0.0,0.0,0,3.0,3.0,4,3.0,0.0,1
2011-03-12,11107.0,Saturday,1,3,2011,d_43,,,,,0.0,1.0,1.0,0,0,0,0,0,2.0,0.0,3,2.0,0.0,1,0.0,1.0,0,0.0,0.0,0,1.0,1.0,1,1.0,0.0,0,0.0,1.0,0,0.0,0.0,0,3.0,3.0,4,3.0,0.0,1
2011-03-13,11107.0,Sunday,2,3,2011,d_44,,,,,0.0,1.0,0.0,0,0,0,0,0,2.0,0.0,3,2.0,0.0,1,0.0,1.0,0,0.0,0.0,0,1.0,1.0,1,1.0,0.0,0,0.0,1.0,0,0.0,0.0,0,3.0,3.0,4,3.0,0.0,1
2011-03-14,11107.0,Monday,3,3,2011,d_45,,,,,0.0,0.0,1.0,0,0,0,0,0,2.0,0.0,3,0.0,1.0,2,0.0,1.0,0,0.0,0.0,0,1.0,1.0,1,0.0,0.0,1,0.0,1.0,0,0.0,0.0,0,3.0,3.0,4,0.0,1.0,3
2011-03-15,11107.0,Tuesday,4,3,2011,d_46,,,,,0.0,1.0,1.0,0,0,0,0,0,2.0,0.0,3,0.0,1.0,2,0.0,1.0,0,0.0,0.0,0,1.0,1.0,1,0.0,0.0,1,0.0,1.0,0,0.0,0.0,0,3.0,3.0,4,0.0,1.0,3
2011-03-16,11107.0,Wednesday,5,3,2011,d_47,LentWeek2,Religious,,,0.0,0.0,0.0,1,0,0,0,1,2.0,0.0,3,0.0,1.0,2,0.0,1.0,0,0.0,0.0,0,1.0,1.0,1,0.0,0.0,1,0.0,1.0,0,0.0,0.0,0,3.0,3.0,4,0.0,1.0,3
2011-03-17,11107.0,Thursday,6,3,2011,d_48,StPatricksDay,Cultural,,,0.0,0.0,0.0,0,0,1,0,1,2.0,0.0,3,0.0,1.0,2,0.0,1.0,0,0.0,0.0,0,1.0,1.0,1,0.0,0.0,1,0.0,1.0,0,0.0,0.0,0,3.0,3.0,4,0.0,1.0,3
2011-03-18,11107.0,Friday,7,3,2011,d_49,,,,,0.0,0.0,0.0,0,0,0,0,0,2.0,0.0,3,0.0,1.0,2,0.0,1.0,0,0.0,0.0,0,1.0,1.0,1,0.0,0.0,1,0.0,1.0,0,0.0,0.0,0,3.0,3.0,4,0.0,1.0,3
2011-03-19,11108.0,Saturday,1,3,2011,d_50,,,,,0.0,0.0,0.0,0,0,0,0,0,2.0,0.0,3,0.0,1.0,2,0.0,1.0,0,0.0,0.0,0,1.0,1.0,1,0.0,0.0,1,0.0,1.0,0,0.0,0.0,0,3.0,3.0,4,0.0,1.0,3
2011-03-20,11108.0,Sunday,2,3,2011,d_51,Purim End,Religious,,,0.0,0.0,0.0,1,0,0,0,1,2.0,0.0,3,0.0,1.0,2,0.0,1.0,0,0.0,0.0,0,1.0,1.0,1,0.0,0.0,1,0.0,1.0,0,0.0,0.0,0,3.0,3.0,4,0.0,1.0,3
2011-03-21,11108.0,Monday,3,3,2011,d_52,,,,,0.0,0.0,0.0,0,0,0,0,0,2.0,0.0,3,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0,1.0,1.0,1,0.0,1.0,0,0.0,1.0,0,0.0,0.0,0,3.0,3.0,4,0.0,3.0,0
2011-03-22,11108.0,Tuesday,4,3,2011,d_53,,,,,0.0,0.0,0.0,0,0,0,0,0,2.0,0.0,3,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0,1.0,1.0,1,0.0,1.0,0,0.0,1.0,0,0.0,0.0,0,3.0,3.0,4,0.0,3.0,0
2011-03-23,11108.0,Wednesday,5,3,2011,d_54,,,,,0.0,0.0,0.0,0,0,0,0,0,2.0,0.0,3,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0,1.0,1.0,1,0.0,1.0,0,0.0,1.0,0,0.0,0.0,0,3.0,3.0,4,0.0,3.0,0
2011-03-24,11108.0,Thursday,6,3,2011,d_55,,,,,0.0,0.0,0.0,0,0,0,0,0,2.0,0.0,3,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0,1.0,1.0,1,0.0,1.0,0,0.0,1.0,0,0.0,0.0,0,3.0,3.0,4,0.0,3.0,0
2011-03-25,11108.0,Friday,7,3,2011,d_56,,,,,0.0,0.0,0.0,0,0,0,0,0,2.0,0.0,3,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0,1.0,1.0,1,0.0,1.0,0,0.0,1.0,0,0.0,0.0,0,3.0,3.0,4,0.0,3.0,0
2011-03-26,11109.0,Saturday,1,3,2011,d_57,,,,,0.0,0.0,0.0,0,0,0,0,0,2.0,0.0,3,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0,1.0,1.0,1,0.0,1.0,0,0.0,1.0,0,0.0,0.0,0,3.0,3.0,4,0.0,3.0,0
2011-03-27,11109.0,Sunday,2,3,2011,d_58,,,,,0.0,0.0,0.0,0,0,0,0,0,2.0,0.0,3,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0,1.0,1.0,1,0.0,1.0,0,0.0,1.0,0,0.0,0.0,0,3.0,3.0,4,0.0,3.0,0
2011-03-28,11109.0,Monday,3,3,2011,d_59,,,,,0.0,0.0,0.0,0,0,0,0,0,2.0,0.0,3,0.0,0.0,0,0.0,1.0,0,0.0,0.0,0,1.0,1.0,1,0.0,0.0,0,0.0,1.0,0,0.0,0.0,0,3.0,3.0,4,0.0,0.0,0
2011-03-29,11109.0,Tuesday,4,3,2011,d_60,,,,,0.0,0.0,0.0,0,0,0,0,0,2.0,0.0,3,0.0,0.0,0,0.0,1.0,0,0.0,0.0,0,1.0,1.0,1,0.0,0.0,0,0.0,1.0,0,0.0,0.0,0,3.0,3.0,4,0.0,0.0,0
2011-03-30,11109.0,Wednesday,5,3,2011,d_61,,,,,0.0,0.0,0.0,0,0,0,0,0,2.0,0.0,3,0.0,0.0,0,0.0,1.0,0,0.0,0.0,0,1.0,1.0,1,0.0,0.0,0,0.0,1.0,0,0.0,0.0,0,3.0,3.0,4,0.0,0.0,0
2011-03-31,11109.0,Thursday,6,3,2011,d_62,,,,,0.0,0.0,0.0,0,0,0,0,0,2.0,0.0,3,0.0,0.0,0,0.0,1.0,0,0.0,0.0,0,1.0,1.0,1,0.0,0.0,0,0.0,1.0,0,0.0,0.0,0,3.0,3.0,4,0.0,0.0,0
2011-04-01,11109.0,Friday,7,4,2011,d_63,,,,,1.0,1.0,0.0,0,0,0,0,0,0.0,3.0,2,0.0,0.0,0,1.0,0.0,0,0.0,0.0,0,2.0,1.0,1,0.0,0.0,0,1.0,0.0,0,0.0,0.0,0,4.0,4.0,3,0.0,0.0,0
2011-04-02,11110.0,Saturday,1,4,2011,d_64,,,,,1.0,0.0,1.0,0,0,0,0,0,0.0,3.0,2,0.0,0.0,0,1.0,0.0,0,0.0,0.0,0,2.0,1.0,1,0.0,0.0,0,1.0,0.0,0,0.0,0.0,0,4.0,4.0,3,0.0,0.0,0
2011-04-03,11110.0,Sunday,2,4,2011,d_65,,,,,1.0,1.0,1.0,0,0,0,0,0,0.0,3.0,2,0.0,0.0,0,1.0,0.0,0,0.0,0.0,0,2.0,1.0,1,0.0,0.0,0,1.0,0.0,0,0.0,0.0,0,4.0,4.0,3,0.0,0.0,0
2011-04-04,11110.0,Monday,3,4,2011,d_66,,,,,1.0,0.0,0.0,0,0,0,0,0,0.0,3.0,2,0.0,0.0,0,1.0,0.0,0,0.0,0.0,0,2.0,1.0,1,0.0,0.0,0,1.0,0.0,0,0.0,0.0,0,4.0,4.0,3,0.0,0.0,0
2011-04-05,11110.0,Tuesday,4,4,2011,d_67,,,,,1.0,1.0,1.0,0,0,0,0,0,0.0,3.0,2,0.0,0.0,0,1.0,0.0,0,0.0,0.0,0,2.0,1.0,1,0.0,0.0,0,1.0,0.0,0,0.0,0.0,0,4.0,4.0,3,0.0,0.0,0
2011-04-06,11110.0,Wednesday,5,4,2011,d_68,,,,,1.0,1.0,1.0,0,0,0,0,0,0.0,3.0,2,0.0,0.0,0,1.0,0.0,0,0.0,0.0,0,2.0,1.0,1,0.0,0.0,0,1.0,0.0,0,0.0,0.0,0,4.0,4.0,3,0.0,0.0,0
2011-04-07,11110.0,Thursday,6,4,2011,d_69,,,,,1.0,1.0,0.0,0,0,0,0,0,0.0,3.0,2,0.0,0.0,0,1.0,0.0,0,0.0,0.0,0,2.0,1.0,1,0.0,0.0,0,1.0,0.0,0,0.0,0.0,0,4.0,4.0,3,0.0,0.0,0
2011-04-08,11110.0,Friday,7,4,2011,d_70,,,,,1.0,0.0,1.0,0,0,0,0,0,0.0,3.0,2,0.0,0.0,0,1.0,0.0,0,0.0,0.0,0,2.0,1.0,1,0.0,0.0,0,1.0,0.0,0,0.0,0.0,0,4.0,4.0,3,0.0,0.0,0
2011-04-09,11111.0,Saturday,1,4,2011,d_71,,,,,1.0,1.0,1.0,0,0,0,0,0,0.0,3.0,2,0.0,0.0,0,1.0,0.0,0,0.0,0.0,0,2.0,1.0,1,0.0,0.0,0,1.0,0.0,0,0.0,0.0,0,4.0,4.0,3,0.0,0.0,0
2011-04-10,11111.0,Sunday,2,4,2011,d_72,,,,,1.0,0.0,0.0,0,0,0,0,0,0.0,3.0,2,0.0,0.0,0,1.0,0.0,0,0.0,0.0,0,2.0,1.0,1,0.0,0.0,0,1.0,0.0,0,0.0,0.0,0,4.0,4.0,3,0.0,0.0,0
2011-04-11,11111.0,Monday,3,4,2011,d_73,,,,,0.0,1.0,1.0,0,0,0,0,0,0.0,3.0,2,1.0,0.0,0,1.0,0.0,0,0.0,0.0,0,2.0,1.0,1,1.0,0.0,0,1.0,0.0,0,0.0,0.0,0,4.0,4.0,3,2.0,0.0,0
2011-04-12,11111.0,Tuesday,4,4,2011,d_74,,,,,0.0,1.0,1.0,0,0,0,0,0,0.0,3.0,2,1.0,0.0,0,1.0,0.0,0,0.0,0.0,0,2.0,1.0,1,1.0,0.0,0,1.0,0.0,0,0.0,0.0,0,4.0,4.0,3,2.0,0.0,0
2011-04-13,11111.0,Wednesday,5,4,2011,d_75,,,,,0.0,1.0,0.0,0,0,0,0,0,0.0,3.0,2,1.0,0.0,0,1.0,0.0,0,0.0,0.0,0,2.0,1.0,1,1.0,0.0,0,1.0,0.0,0,0.0,0.0,0,4.0,4.0,3,2.0,0.0,0
2011-04-14,11111.0,Thursday,6,4,2011,d_76,,,,,0.0,0.0,1.0,0,0,0,0,0,0.0,3.0,2,1.0,0.0,0,1.0,0.0,0,0.0,0.0,0,2.0,1.0,1,1.0,0.0,0,1.0,0.0,0,0.0,0.0,0,4.0,4.0,3,2.0,0.0,0
2011-04-15,11111.0,Friday,7,4,2011,d_77,,,,,0.0,1.0,1.0,0,0,0,0,0,0.0,3.0,2,1.0,0.0,0,1.0,0.0,0,0.0,0.0,0,2.0,1.0,1,1.0,0.0,0,1.0,0.0,0,0.0,0.0,0,4.0,4.0,3,2.0,0.0,0
2011-04-16,11112.0,Saturday,1,4,2011,d_78,,,,,0.0,0.0,0.0,0,0,0,0,0,0.0,3.0,2,1.0,0.0,0,1.0,0.0,0,0.0,0.0,0,2.0,1.0,1,1.0,0.0,0,1.0,0.0,0,0.0,0.0,0,4.0,4.0,3,2.0,0.0,0
2011-04-17,11112.0,Sunday,2,4,2011,d_79,,,,,0.0,0.0,0.0,0,0,0,0,0,0.0,3.0,2,1.0,0.0,0,1.0,0.0,0,0.0,0.0,0,2.0,1.0,1,1.0,0.0,0,1.0,0.0,0,0.0,0.0,0,4.0,4.0,3,2.0,0.0,0
2011-04-18,11112.0,Monday,3,4,2011,d_80,,,,,0.0,0.0,0.0,0,0,0,0,0,0.0,3.0,2,1.0,0.0,1,1.0,0.0,0,0.0,0.0,0,2.0,1.0,1,0.0,0.0,1,1.0,0.0,0,0.0,0.0,0,4.0,4.0,3,1.0,0.0,2
2011-04-19,11112.0,Tuesday,4,4,2011,d_81,,,,,0.0,0.0,0.0,0,0,0,0,0,0.0,3.0,2,1.0,0.0,1,1.0,0.0,0,0.0,0.0,0,2.0,1.0,1,0.0,0.0,1,1.0,0.0,0,0.0,0.0,0,4.0,4.0,3,1.0,0.0,2
2011-04-20,11112.0,Wednesday,5,4,2011,d_82,,,,,0.0,0.0,0.0,0,0,0,0,0,0.0,3.0,2,1.0,0.0,1,1.0,0.0,0,0.0,0.0,0,2.0,1.0,1,0.0,0.0,1,1.0,0.0,0,0.0,0.0,0,4.0,4.0,3,1.0,0.0,2
2011-04-21,11112.0,Thursday,6,4,2011,d_83,,,,,0.0,0.0,0.0,0,0,0,0,0,0.0,3.0,2,1.0,0.0,1,1.0,0.0,0,0.0,0.0,0,2.0,1.0,1,0.0,0.0,1,1.0,0.0,0,0.0,0.0,0,4.0,4.0,3,1.0,0.0,2
